route_id,service_id,trip_id,shape_id
1620431258,152100202,2616607161,1521002
2089144905,116200101,2616193282,1162001
59990010,59990010105,2616461392,599900101
2083379802,5705240202,2616643284,570502402
6020010,60200100101,2616232930,602001001
2083379802,5705240101,2614279411,570502401
2089144907,116400101,2614289583,1164001
2521149851,114509105,2616563236,1145091
59990010,59990010202,2615948646,599900102
2089153401,115000201,2616194322,1150002
2089153401,115000101,2616190913,1150001
2089144910,117002203,2616119353,1170022
59990010,59990010103,2616034403,599900101
2089153405,116001201,2614284625,1160012
509022,5090220101,2614291851,50902201
2277053655,111401103,2616044025,1114011
2089153407,116101202,2616075405,1161012
2083379802,5705240102,2616632026,570502401
2519525051,113501103,2616604894,1135011
520202,5202020101,2616586556,52020201
2083379802,5705240103,2616683517,570502401
2089144910,117002104,2616570058,1170021
10020011,10020011112,2616608897,100200111
2214731753,118700202,2616046610,1187002
2211835801,118000103,2616597879,1180001
2042522751,141001201,2616164044,1410012
591000501,5910005010103,2616535483,59100050101
2089153402,115009101,2614284615,1150091
59990010,59990010205,2616471515,599900102
520202,5202020203,2616090746,52020202
59990010,59990010105,2616462177,599900101
2364538303,143502204,2616566891,1435022
2211835801,118000104,2616662126,1180001
2089153408,116103101,2614289964,1161031
6029020,60290200203,2616585475,602902002
2089144901,110611101,2616188582,1106111
10020012,10020012112,2616595092,100200121
2089153407,116101203,2616696242,1161012
1473879153,125102103,2616088548,1251021
2211835803,118200201,2616135859,1182002
2083379801,5705230101,2614274326,570502301
2519525051,113501204,2616665285,1135012
2519525052,114001101,2614222840,1140011
510708,5107080201,2616209199,
2211835801,118000204,2616671025,1180002
2211835801,118000102,2616765325,1180001
2089153407,116101201,2616213451,1161012
2519525053,114002201,2616158851,1140022
2277053651,111201201,2614240903,1112012
2004504751,57050300201,2616167166,570503002
2089144901,110611102,2616628486,1106111
2519523151,113401105,2616554485,1134011
2505855456,113301203,2616101221,1133012
2083379802,5705240101,2616203937,570502401
502801,5028010105,2616565406,50280101
2083379801,5705230201,2614293307,570502302
2203541451,57060020101,2616339438,570600201
2089144901,110611101,2616188577,1106111
2211835801,118000201,2614226999,1180002
2089153405,116001102,2616638491,1160011
2083379802,5705240102,2616630641,570502401
2089153401,115000102,2616059866,1150001
2435797502,17030020201,2616135083,170300202
2083379802,5705240104,2616571320,570502401
2505855455,113100202,2616612327,1131002
2083379802,5705240202,2616078530,570502402
2364538303,143502204,2616566890,1435022
1974833501,57050210102,2616048536,570502101
2083379802,5705240101,2616203930,570502401
2083379802,5705240203,2616121660,570502402
2511250756,113603101,2614222829,1136031
2089153407,116101201,2614287139,1161012
2214731752,118602101,2616159643,1186021
1473879153,125102204,2616547889,1251022
6020010,60200100101,2616232249,602001001
2435797501,17030010201,2614209260,170300102
2083379802,5705240103,2616684908,570502401
2211835804,118209102,2616029974,1182091
59990010,59990010101,2614222073,599900101
2089153407,116101103,2616116603,1161011
2519523151,113401204,2616095405,1134012
1980349052,137101205,2616560162,1371012
590600200,5906002000101,2614207622,59060020001
520202,5202020104,2614298238,52020201
2519523151,113401101,2616149363,1134011
2083379802,5705240103,2616110827,570502401
1473879151,125000104,2616555104,1250001
2211835801,118000105,2616544729,1180001
509013,5090130203,2616185781,50901302
2358517355,143201101,2616178398,1432011
510203,5102030101,2614255709,51020301
2211835802,118100201,2614211649,1181002
59990010,59990010105,2616462174,599900101
1974833501,57050210101,2616169925,570502101
500704,5007040105,2616618177,50070401
1473879152,125101101,2614215176,1251011
591000302,5910003020103,2616535477,59100030201
2089153401,115000101,2616190906,1150001
2213278351,118300102,2615951500,1183001
2089153409,116109203,2616642264,1161092
2089144910,117002202,2616066105,1170022
509021,5090210101,2614257800,50902101
2505855456,113301103,2616674208,1133011
2089153405,116001203,2616119381,1160012
59990010,59990010104,2616550552,599900101
2435797501,17030010203,2616655070,170300102
10020012,10020012212,2616596570,100200122
5105120,51051200201,2616129516,510512002
502802,5028020101,2616179593,50280201
2519525053,114002202,2616040254,1140022
520202,5202020103,2616083208,52020201
2545581504,140106201,2615770245,1401062
2089144910,117002103,2616682368,1170021
10020011,10020011111,2614225381,100200111
6020010,60200100101,2616232905,602001001
59990010,59990010203,2616611155,599900102
6020010,60200100201,2616239162,602001002
2089153409,116109205,2616575726,1161092
2083379802,5705240101,2614281037,570502401
520251,5202510201,2614291861,52025102
2211835802,118100101,2616133653,1181001
2089153405,116001202,2616079781,1160012
2089144910,117002202,2616635412,1170022
2211835801,118000103,2616596591,1180001
2089144901,110611202,2616059884,1106112
2083379802,5705240101,2616205510,570502401
59990010,59990010101,2614222064,599900101
59990010,59990010101,2614222086,599900101
2089153407,116101203,2616124924,1161012
2089153401,115000201,2616194317,1150002
6020010,60200100101,2614308367,602001001
2211835801,118000204,2616671023,1180002
2083379802,5705240201,2614303269,570502402
2439533003,17030090201,2616134309,170300902
509017,5090170102,2616104814,50901701
2076567803,136003201,2614255715,1360032
2083379802,5705240102,2616062824,570502401
2521149851,114509104,2616103154,1145091
2083379801,5705230203,2616693046,570502302
2277053657,111500101,2616164019,1115001
2089153404,115309203,2616494703,1153092
2089144906,116300101,2616215087,1163001
2519525053,114002103,2616094722,1140021
2083379801,5705230201,2614295107,570502302
59990030,59990030101,2616134337,599900301
2083379802,5705240101,2616205534,570502401
6020010,60200100101,2614306647,602001001
509004,5090040101,2616185798,50900401
2511250753,113502201,2616144956,1135022
2211835801,118000103,2616597865,1180001
2213278352,118400201,2614208284,1184002
2211835801,118000201,2616151193,1180002
2505855455,113100101,2614232739,1131001
59990010,59990010105,2616462163,599900101
2203541451,57060020104,2616658269,570600201
1473879151,125000201,2616157904,1250002
6023330,60233300202,2614299285,602333002
59990010,59990010101,2614221289,599900101
59990010,59990010203,2616610097,599900102
59990010,59990010103,2616601689,599900101
2089144901,110611102,2616057653,1106111
2089153405,116001102,2616067626,1160011
2083379801,5705230101,2614277678,570502301
6023280,60232800104,2616579236,602328001
2364538307,143801201,2616186324,1438012
2519523151,113401102,2614224875,1134011
2083379805,57050249205,2616568313,570502492
1974833501,57050210204,2616565426,570502102
500702,5007020102,2614263302,50070201
2083379801,5705230203,2616123314,570502302
2211835801,118000203,2616607922,1180002
6020010,60200100101,2616232250,602001001
2519523152,114601105,2616564403,1146011
509013,5090130103,2614259487,50901301
10020011,10020011211,2614229562,100200112
2083379802,5705240202,2616077135,570502402
1620431259,152201202,2616611199,1522012
2203541451,57060020103,2616591434,570600201
2505855455,113100104,2616556017,1131001
2213278351,118300103,2616041074,1183001
502801,5028010101,2614255736,50280101
5105150,51051500101,2614205508,510515001
2089144905,116200101,2614267484,1162001
2146245651,142001201,2616187891,1420012
2203541451,57060020204,2616666404,570600202
2299759052,1118090202,2616047480,1118092
1620431257,152000101,2614232715,1520001
2083379802,5705240202,2616077137,570502402
2521013253,114501201,2616182305,1145012
2089153407,116101102,2616638459,1161011
2089144910,117002101,2616189625,1170021
2211835801,118000101,2614216708,1180001
520202,5202020201,2616590377,52020202
2214731753,118700101,2614243258,1187001
1620431266,152800202,2616099965,1528001
2089144910,117002201,2616202362,1170022
2277053655,111401103,2616044030,1114011
2519525053,114002201,2614233333,1140022
520202,5202020103,2616083228,52020201
2083379802,5705240204,2616578139,570502402
521302,5213020201,2614248205,52130202
2089144906,116300201,2614292529,1163002
510703,5107030202,2616116649,51070302
2435797501,17030010203,2616655071,170300102
2083379802,5705240201,2616224881,570502402
2089144906,116300201,2614292530,1163002
1974833501,57050210102,2616618183,570502101
2089144909,117001201,2616208210,1170012
2203541451,57060020101,2616339403,570600201
2214731752,118602101,2616159645,1186021
92591861,925918610201,2616216483,9259186102
6020010,60200100201,2616238776,602001002
2299759053,1119090201,2616044009,1119092
5105032,51050320101,2614029382,510503201
59990030,59990030101,2616134325,599900301
5025530,5025530101,2614213082,50255301
501301,5013010201,2616172907,50130102
1620431263,152601202,2616613262,1526012
2364538302,143501101,2616181145,1435011
2519525053,114002101,2614226135,1140021
59990030,59990030101,2614210861,599900301
2505855455,113100202,2616041062,1131002
2083379801,5705230201,2614293318,570502302
1974833501,57050210101,2616169910,570502101
2214731752,118602101,2614235515,1186021
2089153407,116101102,2616637074,1161011
502801,5028010203,2616106206,50280102
2203541451,57060020105,2616541901,570600201
2089153405,116001103,2616684924,1160011
2083379802,5705240102,2616064466,570502401
2519523152,114601101,2614256493,1146011
2505855456,113301103,2616100640,1133011
10020012,10020012112,2616027824,100200121
2089153407,116101203,2616124928,1161012
2277053655,111401205,2616559355,1114012
92591851,925918510201,2614291875,9259185102
2521013252,114400201,2614252975,1144002
1974833501,57050210203,2616679030,570502102
