route_id,service_id,trip_id,trip_headsign,shape_id
V7-123-107,3091,4825713,Torrent Avinguda,6
V7-69-123,3091,4825281,Marítim,45
V7-66-69,3091,4825712,Alameda,6
V7-107-123,3091,4825280,Marítim,45
V7-66-107,3091,4825711,Torrent Avinguda,6
V7-107-123,3091,4825279,Marítim,45
V7-123-107,3091,4825710,Torrent Avinguda,6
V7-107-123,3091,4825278,Marítim,45
V7-66-69,3091,4825709,Alameda,6
V7-107-123,3091,4825277,Marítim,45
V7-66-107,3091,4825708,Torrent Avinguda,6
V7-107-123,3091,4825276,Marítim,45
V7-123-107,3091,4825707,Torrent Avinguda,6
V7-107-123,3091,4825275,Marítim,45
V7-123-107,3091,4825706,Torrent Avinguda,6
V7-107-123,3091,4825274,Marítim,45
V7-123-107,3091,4825705,Torrent Avinguda,6
V7-107-123,3091,4825273,Marítim,45
V7-123-107,3091,4825704,Torrent Avinguda,6
V7-107-123,3091,4825272,Marítim,45
V7-123-107,3091,4825703,Torrent Avinguda,6
V7-107-123,3091,4825271,Marítim,45
V7-123-107,3091,4825702,Torrent Avinguda,6
V7-107-123,3091,4825270,Marítim,45
V7-123-107,3091,4825701,Torrent Avinguda,6
V7-107-123,3091,4825269,Marítim,45
V7-123-107,3091,4825700,Torrent Avinguda,6
V7-107-123,3091,4825268,Marítim,45
V7-123-107,3091,4825699,Torrent Avinguda,6
V7-107-123,3091,4825267,Marítim,45
V7-123-107,3091,4825698,Torrent Avinguda,6
V7-107-123,3091,4825266,Marítim,45
V7-123-107,3091,4825697,Torrent Avinguda,6
V7-107-123,3091,4825265,Marítim,45
V7-123-107,3091,4825696,Torrent Avinguda,6
V7-107-123,3091,4825264,Marítim,45
V7-123-107,3091,4825695,Torrent Avinguda,6
V7-107-123,3091,4825263,Marítim,45
V7-123-107,3091,4825694,Torrent Avinguda,6
V7-107-123,3091,4825262,Marítim,45
V7-123-107,3091,4825693,Torrent Avinguda,6
V7-107-123,3091,4825261,Marítim,45
V7-123-107,3091,4825692,Torrent Avinguda,6
V7-107-123,3091,4825260,Marítim,45
V7-123-107,3091,4825691,Torrent Avinguda,6
V7-107-123,3091,4825259,Marítim,45
V7-123-107,3091,4825690,Torrent Avinguda,6
V7-107-123,3091,4825258,Marítim,45
V7-123-107,3091,4825689,Torrent Avinguda,6
V7-107-123,3091,4825257,Marítim,45
V7-123-107,3091,4825688,Torrent Avinguda,6
V7-107-123,3091,4825256,Marítim,45
V7-123-107,3091,4825687,Torrent Avinguda,6
V7-107-123,3091,4825255,Marítim,45
V7-123-107,3091,4825686,Torrent Avinguda,6
V7-107-123,3091,4825254,Marítim,45
V7-123-107,3091,4825685,Torrent Avinguda,6
V7-107-123,3091,4825253,Marítim,45
V7-123-107,3091,4825684,Torrent Avinguda,6
V7-107-123,3091,4825252,Marítim,45
V7-123-107,3091,4825683,Torrent Avinguda,6
V7-107-123,3091,4825251,Marítim,45
V7-123-107,3091,4825682,Torrent Avinguda,6
V7-107-123,3091,4825250,Marítim,45
V7-123-107,3091,4825681,Torrent Avinguda,6
V7-107-123,3091,4825249,Marítim,45
V7-123-107,3091,4825680,Torrent Avinguda,6
V7-107-123,3091,4825248,Marítim,45
V7-123-107,3091,4825679,Torrent Avinguda,6
V7-107-123,3091,4825247,Marítim,45
V7-123-107,3091,4825678,Torrent Avinguda,6
V7-107-123,3091,4825246,Marítim,45
V7-123-107,3091,4825677,Torrent Avinguda,6
V7-107-123,3091,4825245,Marítim,45
V7-123-107,3091,4825676,Torrent Avinguda,6
V7-107-123,3091,4825244,Marítim,45
V7-123-107,3091,4825675,Torrent Avinguda,6
V7-107-123,3091,4825243,Marítim,45
V7-123-107,3091,4825674,Torrent Avinguda,6
V7-107-123,3091,4825242,Marítim,45
V7-123-107,3091,4825673,Torrent Avinguda,6
V7-107-123,3091,4825241,Marítim,45
V7-123-107,3091,4825672,Torrent Avinguda,6
V7-107-123,3091,4825240,Marítim,45
V7-123-107,3091,4825671,Torrent Avinguda,6
V7-107-123,3091,4825239,Marítim,45
V7-123-107,3091,4825670,Torrent Avinguda,6
V7-107-123,3091,4825238,Marítim,45
V7-123-107,3091,4825669,Torrent Avinguda,6
V7-107-123,3091,4825237,Marítim,45
V7-123-107,3091,4825668,Torrent Avinguda,6
V7-107-123,3091,4825236,Marítim,45
V7-123-107,3091,4825667,Torrent Avinguda,6
V7-107-123,3091,4825235,Marítim,45
V7-123-107,3091,4825666,Torrent Avinguda,6
V7-107-123,3091,4825234,Marítim,45
V7-123-107,3091,4825665,Torrent Avinguda,6
V7-107-123,3091,4825232,Marítim,45
V7-123-107,3091,4825664,Torrent Avinguda,6
V7-107-123,3091,4825233,Marítim,45
V7-123-107,3091,4825663,Torrent Avinguda,6
V7-107-123,3091,4825230,Marítim,45
V7-123-107,3091,4825662,Torrent Avinguda,6
V7-107-123,3091,4825231,Marítim,45
V7-123-107,3091,4825661,Torrent Avinguda,6
V7-107-123,3091,4825229,Marítim,45
V7-123-107,3091,4825660,Torrent Avinguda,6
V7-107-123,3091,4825228,Marítim,45
V7-123-107,3091,4825659,Torrent Avinguda,6
V7-107-123,3091,4825227,Marítim,45
V7-123-107,3091,4825658,Torrent Avinguda,6
V7-107-123,3091,4825226,Marítim,45
V7-123-107,3091,4825657,Torrent Avinguda,6
V7-107-123,3091,4825225,Marítim,45
V7-123-107,3091,4825656,Torrent Avinguda,6
V7-107-123,3091,4825224,Marítim,45
V7-123-107,3091,4825655,Torrent Avinguda,6
V7-107-123,3091,4825223,Marítim,45
V7-123-107,3091,4825652,Torrent Avinguda,6
V7-107-123,3091,4825222,Marítim,45
V7-123-107,3091,4825653,Torrent Avinguda,6
V7-107-123,3091,4825221,Marítim,45
V7-123-107,3091,4825654,Torrent Avinguda,6
V7-107-123,3091,4825220,Marítim,45
V7-123-107,3091,4825651,Torrent Avinguda,6
V7-107-66,3091,4825219,Machado,45
V7-123-107,3091,4825650,Torrent Avinguda,6
V7-69-66,3091,4825218,Machado,6
V7-123-107,3091,4825649,Torrent Avinguda,6
V7-107-66,3091,4825217,Machado,45
V7-123-107,3091,4825648,Torrent Avinguda,6
V7-107-66,3091,4825216,Machado,45
V7-123-107,3091,4825647,Torrent Avinguda,6
V7-107-66,3091,4825215,Machado,45
V7-123-69,3091,4825646,Alameda,45
V8-123-126,3091,4826044,Neptú,9
V8-95-123,3091,4826323,Marítim,9
V8-123-126,3091,4826050,Neptú,9
V8-126-123,3091,4826329,Marítim,59
V8-123-126,3091,4826056,Neptú,9
V8-126-123,3091,4826335,Marítim,59
V8-123-126,3091,4826062,Neptú,9
V8-126-123,3091,4826341,Marítim,59
V8-123-126,3091,4826068,Neptú,9
V8-126-123,3091,4826347,Marítim,59
V8-123-126,3091,4826074,Neptú,9
V8-126-123,3091,4826353,Marítim,59
V8-123-126,3091,4826080,Neptú,9
V8-126-123,3091,4826359,Marítim,59
V8-123-126,3091,4826086,Neptú,9
V8-126-123,3091,4826365,Marítim,59
V8-123-126,3091,4826092,Neptú,9
V8-126-123,3091,4826371,Marítim,59
V8-123-126,3091,4826098,Neptú,9
V8-126-123,3091,4826377,Marítim,59
V8-123-126,3091,4826104,Neptú,9
V8-126-123,3091,4826383,Marítim,59
V8-123-126,3091,4826110,Neptú,9
V8-126-123,3091,4826389,Marítim,59
V8-123-126,3091,4826116,Neptú,9
V8-126-123,3091,4826395,Marítim,59
V8-123-126,3091,4826122,Neptú,9
V8-126-123,3091,4826401,Marítim,59
V8-123-126,3091,4826128,Neptú,9
V8-126-123,3091,4826407,Marítim,59
V8-123-126,3091,4826134,Neptú,9
V8-126-123,3091,4826413,Marítim,59
V8-123-126,3091,4826140,Neptú,9
V8-126-123,3091,4826419,Marítim,59
V8-123-126,3091,4826146,Neptú,9
V8-126-123,3091,4826425,Marítim,59
V8-123-126,3091,4826152,Neptú,9
V8-126-123,3091,4826431,Marítim,59
V8-123-126,3091,4826158,Neptú,9
V8-126-123,3091,4826437,Marítim,59
V8-123-126,3091,4826164,Neptú,9
V8-126-123,3091,4826443,Marítim,59
V8-123-126,3091,4826170,Neptú,9
V8-126-123,3091,4826449,Marítim,59
V8-123-126,3091,4826176,Neptú,9
V8-126-123,3091,4826455,Marítim,59
V8-123-126,3091,4826182,Neptú,9
V8-126-123,3091,4826461,Marítim,59
V8-123-126,3091,4826188,Neptú,9
V8-126-123,3091,4826467,Marítim,59
V8-123-126,3091,4826194,Neptú,9
V8-126-123,3091,4826473,Marítim,59
V8-123-126,3091,4826200,Neptú,9
V8-126-123,3091,4826479,Marítim,59
V8-123-126,3091,4826206,Neptú,9
V8-126-123,3091,4826485,Marítim,59
V8-123-126,3091,4826212,Neptú,9
V8-126-123,3091,4826491,Marítim,59
V8-123-126,3091,4826218,Neptú,9
V8-126-123,3091,4826497,Marítim,59
V8-123-126,3091,4826224,Neptú,9
V8-126-123,3091,4826503,Marítim,59
V8-123-126,3091,4826230,Neptú,9
V8-126-123,3091,4826509,Marítim,59
V8-123-126,3091,4826236,Neptú,9
V8-126-123,3091,4826515,Marítim,59
V8-123-126,3091,4826242,Neptú,9
V8-126-123,3091,4826521,Marítim,59
V8-123-126,3091,4826248,Neptú,9
V8-126-123,3091,4826527,Marítim,59
V8-123-126,3091,4826254,Neptú,9
V8-126-123,3091,4826533,Marítim,59
V8-123-126,3091,4826260,Neptú,9
V8-126-123,3091,4826539,Marítim,59
V8-123-126,3091,4826266,Neptú,9
V8-126-123,3091,4826545,Marítim,59
V8-123-126,3091,4826272,Neptú,9
V8-126-123,3091,4826551,Marítim,59
V8-123-126,3091,4826278,Neptú,9
V8-126-123,3091,4826557,Marítim,59
V8-123-126,3091,4826284,Neptú,9
V8-126-123,3091,4826563,Marítim,59
V8-123-126,3091,4826290,Neptú,9
V8-126-123,3091,4826569,Marítim,59
V8-123-126,3091,4826294,Neptú,9
V8-126-123,3091,4826575,Marítim,59
V8-123-98,3091,4826298,Dr. Lluch,59
V8-126-123,3091,4826581,Marítim,59
V9-66-186,3091,4825645,Riba-roja de Túria,70
V9-186-56,3091,4825214,Alboraia Peris Aragó,69
V9-66-186,3091,4825644,Riba-roja de Túria,70
V9-66-186,3091,4825643,Riba-roja de Túria,70
V9-186-56,3091,4825213,Alboraia Peris Aragó,69
V9-56-186,3091,4825642,Riba-roja de Túria,70
V9-73-56,3091,4825212,Alboraia Peris Aragó,69
V9-66-73,3091,4825641,Av. del Cid,70
V9-186-56,3091,4825211,Alboraia Peris Aragó,69
V9-56-186,3091,4825640,Riba-roja de Túria,70
V9-73-56,3091,4825210,Alboraia Peris Aragó,69
V9-56-73,3091,4825639,Av. del Cid,70
V9-186-56,3091,4825209,Alboraia Peris Aragó,69
V9-56-186,3091,4825636,Riba-roja de Túria,70
V9-73-56,3091,4825208,Alboraia Peris Aragó,69
V9-56-73,3091,4825637,Av. del Cid,70
V9-186-56,3091,4825207,Alboraia Peris Aragó,69
V9-56-186,3091,4825638,Riba-roja de Túria,70
V9-73-56,3091,4825206,Alboraia Peris Aragó,69
V9-56-73,3091,4825635,Av. del Cid,70
V9-186-56,3091,4825205,Alboraia Peris Aragó,69
V9-56-186,3091,4825634,Riba-roja de Túria,70
V9-73-56,3091,4825204,Alboraia Peris Aragó,69
V9-56-73,3091,4825633,Av. del Cid,70
V9-186-56,3091,4825201,Alboraia Peris Aragó,69
V9-56-186,3091,4825632,Riba-roja de Túria,70
V9-73-56,3091,4825203,Alboraia Peris Aragó,69
V9-56-73,3091,4825631,Av. del Cid,70
V9-186-56,3091,4825202,Alboraia Peris Aragó,69
V9-56-186,3091,4825630,Riba-roja de Túria,70
V9-73-56,3091,4825200,Alboraia Peris Aragó,69
V9-56-73,3091,4825629,Av. del Cid,70
V9-186-56,3091,4825199,Alboraia Peris Aragó,69
V9-56-186,3091,4825628,Riba-roja de Túria,70
V9-73-56,3091,4825198,Alboraia Peris Aragó,69
V9-56-73,3091,4825627,Av. del Cid,70
V9-186-56,3091,4825197,Alboraia Peris Aragó,69
V9-56-186,3091,4825626,Riba-roja de Túria,70
V9-73-56,3091,4825196,Alboraia Peris Aragó,69
V9-56-73,3091,4825625,Av. del Cid,70
V9-186-56,3091,4825195,Alboraia Peris Aragó,69
V9-56-186,3091,4825624,Riba-roja de Túria,70
V9-73-56,3091,4825194,Alboraia Peris Aragó,69
V9-56-73,3091,4825623,Av. del Cid,70
V9-186-56,3091,4825193,Alboraia Peris Aragó,69
V9-56-186,3091,4825622,Riba-roja de Túria,70
V9-73-56,3091,4825192,Alboraia Peris Aragó,69
V9-56-73,3091,4825621,Av. del Cid,70
V9-186-56,3091,4825191,Alboraia Peris Aragó,69
V9-56-186,3091,4825619,Riba-roja de Túria,70
V9-73-56,3091,4825190,Alboraia Peris Aragó,69
V9-56-73,3091,4825620,Av. del Cid,70
V9-186-56,3091,4825189,Alboraia Peris Aragó,69
V9-56-186,3091,4825618,Riba-roja de Túria,70
V9-73-56,3091,4825188,Alboraia Peris Aragó,69
V9-56-73,3091,4825617,Av. del Cid,70
V9-186-56,3091,4825187,Alboraia Peris Aragó,69
V9-56-186,3091,4825616,Riba-roja de Túria,70
V9-73-56,3091,4825186,Alboraia Peris Aragó,69
V9-56-73,3091,4825615,Av. del Cid,70
V9-186-56,3091,4825185,Alboraia Peris Aragó,69
V9-56-186,3091,4825614,Riba-roja de Túria,70
V9-73-56,3091,4825184,Alboraia Peris Aragó,69
V9-56-73,3091,4825613,Av. del Cid,70
V9-186-56,3091,4825183,Alboraia Peris Aragó,69
V9-56-186,3091,4825611,Riba-roja de Túria,70
V9-73-56,3091,4825182,Alboraia Peris Aragó,69
V9-56-73,3091,4825612,Av. del Cid,70
V9-186-56,3091,4825181,Alboraia Peris Aragó,69
V9-56-186,3091,4825610,Riba-roja de Túria,70
V9-73-56,3091,4825180,Alboraia Peris Aragó,69
V9-56-73,3091,4825609,Av. del Cid,70
V9-186-56,3091,4825179,Alboraia Peris Aragó,69
V9-56-186,3091,4825608,Riba-roja de Túria,70
V9-73-56,3091,4825178,Alboraia Peris Aragó,69
V9-56-73,3091,4825607,Av. del Cid,70
V9-186-56,3091,4825177,Alboraia Peris Aragó,69
V9-56-186,3091,4825606,Riba-roja de Túria,70
V9-73-56,3091,4825176,Alboraia Peris Aragó,69
V9-56-73,3091,4825605,Av. del Cid,70
V9-186-56,3091,4825175,Alboraia Peris Aragó,69
V9-56-186,3091,4825604,Riba-roja de Túria,70
V9-73-56,3091,4825171,Alboraia Peris Aragó,69
V9-56-73,3091,4825603,Av. del Cid,70
V9-186-56,3091,4825172,Alboraia Peris Aragó,69
V9-56-186,3091,4825602,Riba-roja de Túria,70
V9-73-56,3091,4825174,Alboraia Peris Aragó,69
V9-56-73,3091,4825598,Av. del Cid,70
V9-186-56,3091,4825173,Alboraia Peris Aragó,69
V9-56-186,3091,4825599,Riba-roja de Túria,70
V9-73-56,3091,4825170,Alboraia Peris Aragó,69
V9-56-73,3091,4825600,Av. del Cid,70
V9-186-56,3091,4825169,Alboraia Peris Aragó,69
V9-56-186,3091,4825601,Riba-roja de Túria,70
V9-73-56,3091,4825168,Alboraia Peris Aragó,69
V9-56-73,3091,4825597,Av. del Cid,70
V9-186-56,3091,4825167,Alboraia Peris Aragó,69
V9-56-186,3091,4825596,Riba-roja de Túria,70
V9-73-56,3091,4825166,Alboraia Peris Aragó,69
V9-56-73,3091,4825595,Av. del Cid,70
V9-186-56,3091,4825165,Alboraia Peris Aragó,69
V9-56-186,3091,4825594,Riba-roja de Túria,70
V9-73-56,3091,4825164,Alboraia Peris Aragó,69
V9-56-73,3091,4825593,Av. del Cid,70
V9-186-56,3091,4825163,Alboraia Peris Aragó,69
V9-56-186,3091,4825592,Riba-roja de Túria,70
V9-73-56,3091,4825162,Alboraia Peris Aragó,69
V9-56-73,3091,4825591,Av. del Cid,70
V9-186-56,3091,4825161,Alboraia Peris Aragó,69
V9-56-186,3091,4825590,Riba-roja de Túria,70
V9-73-56,3091,4825160,Alboraia Peris Aragó,69
V9-56-73,3091,4825589,Av. del Cid,70
V9-186-56,3091,4825159,Alboraia Peris Aragó,69
V9-56-186,3091,4825588,Riba-roja de Túria,70
V9-73-56,3091,4825158,Alboraia Peris Aragó,69
V9-56-73,3091,4825587,Av. del Cid,70
V9-186-66,3091,4825156,Machado,69
V9-56-186,3091,4825585,Riba-roja de Túria,70
V9-73-56,3091,4825157,Alboraia Peris Aragó,69
V9-56-73,3091,4825586,Av. del Cid,70
V9-186-56,3091,4825152,Alboraia Peris Aragó,69
V9-56-186,3091,4825576,Riba-roja de Túria,70
V9-186-66,3091,4825153,Machado,69
V9-56-186,3091,4825577,Riba-roja de Túria,70
V9-186-66,3091,4825154,Machado,69
V9-56-186,3091,4825578,Riba-roja de Túria,70
V9-186-66,3091,4825155,Machado,69
V9-186-66,3091,4825151,Machado,69
V10-190-197,3093,4829343,Natzaret,74
V10-197-190,3093,4829483,Alacant,73
V10-190-197,3093,4829344,Natzaret,74
V10-197-190,3093,4829484,Alacant,73
V10-190-197,3093,4829345,Natzaret,74
V10-197-190,3093,4829485,Alacant,73
V10-190-197,3093,4829346,Natzaret,74
V10-197-190,3093,4829486,Alacant,73
V10-190-197,3093,4829347,Natzaret,74
V1-20-36,3093,4828251,Seminari - CEU,48
V10-197-190,3093,4829487,Alacant,73
V10-190-197,3093,4829348,Natzaret,74
V10-194-190,3093,4829488,Alacant,73
V10-190-194,3093,4829349,Ciutat Arts i Ciències - Justícia,74
V10-197-190,3093,4829489,Alacant,73
V10-190-197,3093,4829350,Natzaret,74
V10-194-190,3093,4829490,Alacant,73
V10-190-194,3093,4829351,Ciutat Arts i Ciències - Justícia,74
V10-197-190,3093,4829491,Alacant,73
V10-190-197,3093,4829352,Natzaret,74
V10-194-190,3093,4829492,Alacant,73
V10-190-194,3093,4829353,Ciutat Arts i Ciències - Justícia,74
V10-197-190,3093,4829493,Alacant,73
V10-190-197,3093,4829354,Natzaret,74
V10-194-190,3093,4829494,Alacant,73
V10-190-194,3093,4829355,Ciutat Arts i Ciències - Justícia,74
V10-197-190,3093,4829495,Alacant,73
V10-190-197,3093,4829356,Natzaret,74
V10-194-190,3093,4829496,Alacant,73
V10-190-194,3093,4829357,Ciutat Arts i Ciències - Justícia,74
V1-20-29,3093,4828252,Empalme,48
V10-197-190,3093,4829497,Alacant,73
V10-190-197,3093,4829358,Natzaret,74
V10-194-190,3093,4829498,Alacant,73
V10-190-194,3093,4829359,Ciutat Arts i Ciències - Justícia,74
V10-197-190,3093,4829499,Alacant,73
V10-190-197,3093,4829360,Natzaret,74
V10-194-190,3093,4829500,Alacant,73
V10-190-194,3093,4829361,Ciutat Arts i Ciències - Justícia,74
V10-197-190,3093,4829501,Alacant,73
V10-190-197,3093,4829362,Natzaret,74
V1-29-1,3093,4827791,Castelló,2
V10-194-190,3093,4829502,Alacant,73
V10-190-194,3093,4829363,Ciutat Arts i Ciències - Justícia,74
V10-197-190,3093,4829503,Alacant,73
V10-190-197,3093,4829364,Natzaret,74
V10-194-190,3093,4829504,Alacant,73
V10-190-194,3093,4829365,Ciutat Arts i Ciències - Justícia,74
V10-197-190,3093,4829505,Alacant,73
V10-190-197,3093,4829366,Natzaret,74
V10-194-190,3093,4829506,Alacant,73
V10-190-194,3093,4829367,Ciutat Arts i Ciències - Justícia,74
V1-20-39,3093,4828253,Bétera,48
V10-197-190,3093,4829507,Alacant,73
V10-190-197,3093,4829368,Natzaret,74
V10-194-190,3093,4829508,Alacant,73
V10-190-194,3093,4829369,Ciutat Arts i Ciències - Justícia,74
V10-197-190,3093,4829509,Alacant,73
V10-190-197,3093,4829370,Natzaret,74
V10-194-190,3093,4829510,Alacant,73
V10-190-194,3093,4829371,Ciutat Arts i Ciències - Justícia,74
V10-197-190,3093,4829511,Alacant,73
V10-190-197,3093,4829372,Natzaret,74
V10-194-190,3093,4829512,Alacant,73
V10-190-194,3093,4829373,Ciutat Arts i Ciències - Justícia,74
V10-197-190,3093,4829513,Alacant,73
V10-190-197,3093,4829374,Natzaret,74
V10-194-190,3093,4829514,Alacant,73
V10-190-194,3093,4829375,Ciutat Arts i Ciències - Justícia,74
V10-197-190,3093,4829515,Alacant,73
V10-190-197,3093,4829376,Natzaret,74
V10-194-190,3093,4829516,Alacant,73
V10-190-194,3093,4829377,Ciutat Arts i Ciències - Justícia,74
V1-20-36,3093,4828254,Seminari - CEU,48
V10-197-190,3093,4829517,Alacant,73
V10-190-197,3093,4829378,Natzaret,74
V10-194-190,3093,4829518,Alacant,73
V10-190-194,3093,4829379,Ciutat Arts i Ciències - Justícia,74
V10-197-190,3093,4829519,Alacant,73
V10-190-197,3093,4829380,Natzaret,74
V10-194-190,3093,4829520,Alacant,73
V10-190-194,3093,4829381,Ciutat Arts i Ciències - Justícia,74
V10-197-190,3093,4829521,Alacant,73
V10-190-197,3093,4829382,Natzaret,74
V1-20-5,3093,4827792,L'Alcúdia,2
V10-194-190,3093,4829522,Alacant,73
V10-190-194,3093,4829383,Ciutat Arts i Ciències - Justícia,74
V10-197-190,3093,4829523,Alacant,73
V10-190-197,3093,4829384,Natzaret,74
V10-194-190,3093,4829524,Alacant,73
V10-190-194,3093,4829385,Ciutat Arts i Ciències - Justícia,74
V10-197-190,3093,4829525,Alacant,73
V10-190-197,3093,4829386,Natzaret,74
V10-194-190,3093,4829526,Alacant,73
V10-190-194,3093,4829387,Ciutat Arts i Ciències - Justícia,74
